Timestamp,Source_IP,Dest_IP,Protocol,Port,Size
2025-11-21 15:32:54.827226,192.168.1.142,192.168.1.1,TCP,41585,1306
2025-11-21 15:32:54.827230,198.18.0.40,192.168.1.1,UDP,80,33
2025-11-21 15:32:54.827235,192.168.1.150,192.168.1.1,UDP,29353,139
2025-11-21 15:32:54.827240,192.168.1.115,192.168.1.1,UDP,14792,725
2025-11-21 15:32:54.827245,192.168.1.93,192.168.1.1,TCP,7891,781
2025-11-21 15:32:54.827249,192.168.1.74,192.168.1.1,TCP,49746,1294
2025-11-21 15:32:54.827254,192.168.1.78,192.168.1.1,UDP,13304,674
2025-11-21 15:32:54.827259,192.168.1.172,192.168.1.1,TCP,45151,699
2025-11-21 15:32:54.827264,192.168.1.68,192.168.1.1,UDP,65532,1265
2025-11-21 15:32:54.827268,192.168.1.180,192.168.1.1,UDP,30042,1363
2025-11-21 15:32:54.827273,192.168.1.111,192.168.1.1,TCP,45120,1174
2025-11-21 15:32:54.827279,192.168.1.173,192.168.1.1,TCP,1103,1489
2025-11-21 15:32:54.827283,192.168.1.97,192.168.1.1,UDP,14819,488
2025-11-21 15:32:54.827288,198.18.0.30,192.168.1.1,UDP,80,25
2025-11-21 15:32:54.827292,192.168.1.108,192.168.1.1,UDP,48369,1472
2025-11-21 15:32:54.827297,192.168.1.191,192.168.1.1,TCP,2165,1333
2025-11-21 15:32:54.827302,192.168.1.85,192.168.1.1,UDP,41200,1441
2025-11-21 15:32:54.827307,192.168.1.106,192.168.1.1,TCP,61027,397
2025-11-21 15:32:54.827311,192.168.1.64,192.168.1.1,TCP,39817,872
2025-11-21 15:32:54.827316,192.0.2.1,192.168.1.1,UDP,80,42
2025-11-21 15:32:54.827321,192.168.1.174,192.168.1.1,TCP,26782,1260
2025-11-21 15:32:54.827325,192.168.1.55,192.168.1.1,UDP,18742,1050
2025-11-21 15:32:54.827330,192.168.1.52,192.168.1.1,UDP,64366,799
2025-11-21 15:32:54.827335,192.168.1.82,192.168.1.1,TCP,48258,1316
2025-11-21 15:32:54.827340,192.168.1.83,192.168.1.1,TCP,24677,854
2025-11-21 15:32:54.827344,192.168.1.142,192.168.1.1,TCP,51039,316
2025-11-21 15:32:54.827349,192.168.1.56,192.168.1.1,UDP,8052,918
2025-11-21 15:32:54.827355,192.168.1.109,192.168.1.1,UDP,1888,1404
2025-11-21 15:32:54.827359,192.0.2.5,192.168.1.1,UDP,80,26
2025-11-21 15:32:54.827365,192.168.1.142,192.168.1.1,TCP,11668,1402
2025-11-21 15:32:54.827369,192.168.1.125,192.168.1.1,UDP,22360,710
2025-11-21 15:32:54.827374,192.168.1.78,192.168.1.1,UDP,49236,1426
2025-11-21 15:32:54.827379,198.18.0.16,192.168.1.1,TCP,80,50
2025-11-21 15:32:54.827384,192.168.1.114,192.168.1.1,TCP,63911,1456
2025-11-21 15:32:54.827388,203.0.113.100,192.168.1.1,TCP,80,46
2025-11-21 15:32:54.827393,192.168.1.126,192.168.1.1,TCP,22946,835
2025-11-21 15:32:54.827398,192.168.1.72,192.168.1.1,TCP,33773,1006
2025-11-21 15:32:54.827403,192.168.1.128,192.168.1.1,UDP,25989,335
2025-11-21 15:32:54.827408,192.168.1.133,192.168.1.1,UDP,63567,707
2025-11-21 15:32:54.827412,192.168.1.169,192.168.1.1,UDP,58401,1187
2025-11-21 15:32:54.827417,192.168.1.51,192.168.1.1,TCP,4145,1057
2025-11-21 15:32:54.827422,192.168.1.123,192.168.1.1,TCP,4680,1075
2025-11-21 15:32:54.827427,192.168.1.183,192.168.1.1,UDP,41183,1322
2025-11-21 15:32:54.827433,192.168.1.67,192.168.1.1,UDP,10161,1401
2025-11-21 15:32:54.827438,192.168.1.114,192.168.1.1,TCP,11652,1394
2025-11-21 15:32:54.827443,192.168.1.143,192.168.1.1,UDP,60859,639
2025-11-21 15:32:54.827448,192.168.1.153,192.168.1.1,TCP,2409,1360
2025-11-21 15:32:54.827452,192.168.1.62,192.168.1.1,TCP,20413,534
2025-11-21 15:32:54.827457,203.0.113.120,192.168.1.1,UDP,80,37
2025-11-21 15:32:54.827462,192.168.1.197,192.168.1.1,TCP,30056,402
2025-11-21 15:32:54.827466,192.168.1.108,192.168.1.1,TCP,2170,1261
2025-11-21 15:32:54.827471,192.0.2.1,192.168.1.1,TCP,80,42
2025-11-21 15:32:54.827475,192.0.2.15,192.168.1.1,TCP,80,20
2025-11-21 15:32:54.827480,198.18.0.30,192.168.1.1,TCP,80,33
2025-11-21 15:32:54.827484,192.168.1.143,192.168.1.1,UDP,24045,384
2025-11-21 15:32:54.827489,192.168.1.129,192.168.1.1,TCP,36990,765
2025-11-21 15:32:54.827494,192.168.1.134,192.168.1.1,UDP,17117,765
2025-11-21 15:32:54.827503,192.168.1.125,192.168.1.1,TCP,44654,1461
2025-11-21 15:32:54.827508,192.168.1.169,192.168.1.1,TCP,53068,694
2025-11-21 15:32:54.827513,198.18.0.16,192.168.1.1,UDP,80,19
2025-11-21 15:32:54.827519,192.168.1.159,192.168.1.1,UDP,21038,128
2025-11-21 15:32:54.827524,192.168.1.184,192.168.1.1,TCP,27290,1246
2025-11-21 15:32:54.827528,192.168.1.118,192.168.1.1,UDP,62351,1319
2025-11-21 15:32:54.827533,192.168.1.194,192.168.1.1,UDP,26830,364
2025-11-21 15:32:54.827538,192.168.1.92,192.168.1.1,TCP,45147,570
2025-11-21 15:32:54.827543,192.168.1.165,192.168.1.1,TCP,20578,247
2025-11-21 15:32:54.827548,192.168.1.164,192.168.1.1,TCP,46175,442
2025-11-21 15:32:54.827554,192.168.1.136,192.168.1.1,TCP,54205,514
2025-11-21 15:32:54.827559,192.168.1.100,192.168.1.1,TCP,2904,533
2025-11-21 15:32:54.827564,192.168.1.126,192.168.1.1,UDP,63847,369
2025-11-21 15:32:54.827576,192.168.1.66,192.168.1.1,TCP,59545,283
2025-11-21 15:32:54.827581,192.168.1.177,192.168.1.1,TCP,21644,922
2025-11-21 15:32:54.827586,192.168.1.93,192.168.1.1,TCP,43506,369
2025-11-21 15:32:54.827591,192.168.1.139,192.168.1.1,TCP,25925,1105
2025-11-21 15:32:54.827596,192.168.1.54,192.168.1.1,UDP,6643,813
2025-11-21 15:32:54.827601,192.168.1.199,192.168.1.1,UDP,25653,573
2025-11-21 15:32:54.827606,192.0.2.15,192.168.1.1,TCP,80,42
2025-11-21 15:32:54.827610,192.168.1.132,192.168.1.1,UDP,50643,730
2025-11-21 15:32:54.827615,192.168.1.101,192.168.1.1,TCP,2381,1452
2025-11-21 15:32:54.827620,192.168.1.173,192.168.1.1,UDP,25057,1137
2025-11-21 15:32:54.827625,192.168.1.51,192.168.1.1,UDP,10095,443
2025-11-21 15:32:54.827630,192.168.1.64,192.168.1.1,UDP,13414,424
2025-11-21 15:32:54.827635,192.168.1.86,192.168.1.1,UDP,32958,657
2025-11-21 15:32:54.827640,192.168.1.139,192.168.1.1,TCP,31319,1420
2025-11-21 15:32:54.827644,192.168.1.152,192.168.1.1,UDP,6379,1435
2025-11-21 15:32:54.827649,192.168.1.159,192.168.1.1,UDP,65322,647
2025-11-21 15:32:54.827654,192.168.1.182,192.168.1.1,UDP,3476,1294
2025-11-21 15:32:54.827659,192.168.1.187,192.168.1.1,UDP,61492,1210
2025-11-21 15:32:54.827664,192.168.1.73,192.168.1.1,TCP,19990,1094
2025-11-21 15:32:54.827668,192.168.1.97,192.168.1.1,UDP,29059,871
2025-11-21 15:32:54.827673,192.168.1.188,192.168.1.1,UDP,43804,963
2025-11-21 15:32:54.827678,192.168.1.83,192.168.1.1,TCP,2318,344
2025-11-21 15:32:54.827682,192.168.1.116,192.168.1.1,UDP,47040,544
2025-11-21 15:32:54.827688,192.168.1.82,192.168.1.1,TCP,5329,1285
2025-11-21 15:32:54.827694,192.168.1.164,192.168.1.1,TCP,25719,315
2025-11-21 15:32:54.827699,192.168.1.113,192.168.1.1,TCP,39567,1336
2025-11-21 15:32:54.827704,192.168.1.187,192.168.1.1,TCP,26634,1226
2025-11-21 15:32:54.827709,192.168.1.101,192.168.1.1,TCP,48956,1215
2025-11-21 15:32:54.827714,192.168.1.126,192.168.1.1,TCP,29611,1118
2025-11-21 15:32:54.827718,198.18.0.30,192.168.1.1,UDP,80,18
2025-11-21 15:32:54.827723,198.18.0.40,192.168.1.1,UDP,80,19
2025-11-21 15:32:54.827728,192.168.1.170,192.168.1.1,TCP,24297,175
2025-11-21 15:32:54.827733,203.0.113.120,192.168.1.1,TCP,80,39
2025-11-21 15:32:54.827738,192.168.1.147,192.168.1.1,UDP,15338,1029
2025-11-21 15:32:54.827742,192.168.1.95,192.168.1.1,TCP,3424,813
2025-11-21 15:32:54.827747,192.168.1.72,192.168.1.1,TCP,7920,379
2025-11-21 15:32:54.827752,192.168.1.197,192.168.1.1,TCP,52219,340
2025-11-21 15:32:54.827757,192.168.1.95,192.168.1.1,TCP,26423,711
2025-11-21 15:32:54.827761,192.168.1.124,192.168.1.1,UDP,52803,1353
2025-11-21 15:32:54.827766,192.168.1.173,192.168.1.1,UDP,7291,698
2025-11-21 15:32:54.827771,192.168.1.75,192.168.1.1,TCP,14219,404
2025-11-21 15:32:54.827775,192.168.1.198,192.168.1.1,UDP,38351,791
2025-11-21 15:32:54.827780,192.168.1.152,192.168.1.1,TCP,22907,1093
2025-11-21 15:32:54.827784,192.168.1.91,192.168.1.1,TCP,43985,809
2025-11-21 15:32:54.827789,198.18.0.40,192.168.1.1,UDP,80,44
2025-11-21 15:32:54.827793,192.168.1.147,192.168.1.1,UDP,49696,786
2025-11-21 15:32:54.827798,192.0.2.15,192.168.1.1,TCP,80,49
2025-11-21 15:32:54.827804,192.168.1.100,192.168.1.1,TCP,37522,183
2025-11-21 15:32:54.827810,192.168.1.78,192.168.1.1,UDP,59070,499
2025-11-21 15:32:54.827815,192.168.1.177,192.168.1.1,TCP,60017,545
2025-11-21 15:32:54.827821,192.168.1.181,192.168.1.1,UDP,23078,237
2025-11-21 15:32:54.827826,192.168.1.108,192.168.1.1,TCP,42482,537
2025-11-21 15:32:54.827832,192.168.1.180,192.168.1.1,TCP,26324,1324
2025-11-21 15:32:54.827837,203.0.113.100,192.168.1.1,UDP,80,22
2025-11-21 15:32:54.827842,203.0.113.100,192.168.1.1,UDP,80,22
2025-11-21 15:32:54.827847,192.168.1.104,192.168.1.1,UDP,23235,991
2025-11-21 15:32:54.827853,192.168.1.166,192.168.1.1,UDP,31973,104
2025-11-21 15:32:54.827858,192.168.1.144,192.168.1.1,TCP,16565,1292
2025-11-21 15:32:54.827864,192.168.1.194,192.168.1.1,UDP,3336,335
2025-11-21 15:32:54.827871,192.168.1.73,192.168.1.1,UDP,15740,198
2025-11-21 15:32:54.827877,192.168.1.74,192.168.1.1,UDP,18271,1003
2025-11-21 15:32:54.827883,192.168.1.53,192.168.1.1,TCP,63343,493
2025-11-21 15:32:54.827890,192.168.1.94,192.168.1.1,UDP,8826,1116
2025-11-21 15:32:54.827898,192.168.1.163,192.168.1.1,TCP,46378,320
2025-11-21 15:32:54.827905,192.168.1.90,192.168.1.1,UDP,60238,712
2025-11-21 15:32:54.827911,192.168.1.198,192.168.1.1,TCP,46251,1391
2025-11-21 15:32:54.827916,192.168.1.87,192.168.1.1,UDP,33955,1277
2025-11-21 15:32:54.827922,192.168.1.76,192.168.1.1,UDP,43998,853
2025-11-21 15:32:54.827927,192.168.1.190,192.168.1.1,TCP,21559,600
2025-11-21 15:32:54.827933,192.168.1.200,192.168.1.1,UDP,51096,522
2025-11-21 15:32:54.827938,192.168.1.74,192.168.1.1,UDP,51660,1053
2025-11-21 15:32:54.827943,192.168.1.158,192.168.1.1,UDP,26986,103
2025-11-21 15:32:54.827949,192.168.1.167,192.168.1.1,TCP,63238,470
2025-11-21 15:32:54.827955,192.168.1.72,192.168.1.1,TCP,25589,1207
2025-11-21 15:32:54.827960,192.168.1.99,192.168.1.1,TCP,38943,938
2025-11-21 15:32:54.827965,192.168.1.174,192.168.1.1,UDP,11793,302
2025-11-21 15:32:54.827970,192.168.1.169,192.168.1.1,UDP,65283,843
2025-11-21 15:32:54.827977,192.168.1.119,192.168.1.1,TCP,41709,190
2025-11-21 15:32:54.827983,192.168.1.187,192.168.1.1,TCP,6121,529
2025-11-21 15:32:54.827988,192.168.1.79,192.168.1.1,UDP,53205,855
2025-11-21 15:32:54.827994,192.168.1.123,192.168.1.1,TCP,4146,1189
2025-11-21 15:32:54.827999,192.168.1.178,192.168.1.1,TCP,37092,639
2025-11-21 15:32:54.828004,192.168.1.167,192.168.1.1,TCP,2938,265
2025-11-21 15:32:54.828009,192.168.1.65,192.168.1.1,TCP,40589,224
2025-11-21 15:32:54.828014,192.168.1.139,192.168.1.1,TCP,63527,1182
2025-11-21 15:32:54.828019,192.168.1.114,192.168.1.1,UDP,27530,363
2025-11-21 15:32:54.828025,192.168.1.97,192.168.1.1,TCP,65023,278
2025-11-21 15:32:54.828031,192.168.1.178,192.168.1.1,TCP,19268,626
2025-11-21 15:32:54.828036,192.0.2.1,192.168.1.1,TCP,80,50
2025-11-21 15:32:54.828041,192.168.1.128,192.168.1.1,TCP,30707,1208
2025-11-21 15:32:54.828047,192.168.1.133,192.168.1.1,TCP,53334,552
2025-11-21 15:32:54.828052,192.168.1.132,192.168.1.1,UDP,14129,491
2025-11-21 15:32:54.828058,198.18.0.30,192.168.1.1,TCP,80,12
2025-11-21 15:32:54.828062,192.168.1.192,192.168.1.1,UDP,43116,931
2025-11-21 15:32:54.828068,198.18.0.1,192.168.1.1,UDP,80,45
2025-11-21 15:32:54.828073,198.18.0.16,192.168.1.1,UDP,80,46
2025-11-21 15:32:54.828079,192.168.1.81,192.168.1.1,UDP,51961,1464
2025-11-21 15:32:54.828085,192.168.1.89,192.168.1.1,UDP,16094,735
2025-11-21 15:32:54.828090,192.168.1.112,192.168.1.1,UDP,55594,407
2025-11-21 15:32:54.828096,192.168.1.135,192.168.1.1,UDP,5703,180
2025-11-21 15:32:54.828102,192.168.1.169,192.168.1.1,TCP,38715,657
2025-11-21 15:32:54.828108,192.168.1.180,192.168.1.1,TCP,60087,1266
2025-11-21 15:32:54.828112,192.168.1.75,192.168.1.1,TCP,17751,1360
2025-11-21 15:32:54.828117,192.168.1.183,192.168.1.1,TCP,22163,1047
2025-11-21 15:32:54.828122,192.168.1.141,192.168.1.1,TCP,28315,1292
2025-11-21 15:32:54.828127,192.168.1.73,192.168.1.1,TCP,46232,1024
2025-11-21 15:32:54.828132,192.168.1.193,192.168.1.1,UDP,20508,904
2025-11-21 15:32:54.828137,192.168.1.190,192.168.1.1,UDP,38757,1484
2025-11-21 15:32:54.828143,192.168.1.185,192.168.1.1,TCP,60989,530
2025-11-21 15:32:54.828152,192.168.1.164,192.168.1.1,UDP,9980,969
2025-11-21 15:32:54.828157,192.168.1.149,192.168.1.1,UDP,9904,1424
2025-11-21 15:32:54.828162,192.168.1.61,192.168.1.1,UDP,46412,1315
2025-11-21 15:32:54.828167,192.168.1.135,192.168.1.1,TCP,4105,916
2025-11-21 15:32:54.828173,192.168.1.141,192.168.1.1,UDP,49952,977
2025-11-21 15:32:54.828179,192.168.1.72,192.168.1.1,TCP,37656,1399
2025-11-21 15:32:54.828184,192.168.1.137,192.168.1.1,UDP,13395,413
2025-11-21 15:32:54.828190,192.168.1.174,192.168.1.1,TCP,49420,271
2025-11-21 15:32:54.828196,192.168.1.130,192.168.1.1,TCP,25131,270
2025-11-21 15:32:54.828201,192.168.1.169,192.168.1.1,TCP,58952,182
2025-11-21 15:32:54.828206,192.168.1.119,192.168.1.1,TCP,41288,442
2025-11-21 15:32:54.828210,198.18.0.16,192.168.1.1,UDP,80,41
2025-11-21 15:32:54.828216,192.168.1.74,192.168.1.1,TCP,14846,676
2025-11-21 15:32:54.828220,192.168.1.94,192.168.1.1,UDP,21592,200
2025-11-21 15:32:54.828225,192.168.1.105,192.168.1.1,UDP,21107,1442
2025-11-21 15:32:54.828230,192.168.1.115,192.168.1.1,UDP,20361,1254
2025-11-21 15:32:54.828236,192.168.1.99,192.168.1.1,TCP,43534,984
2025-11-21 15:32:54.828241,192.168.1.94,192.168.1.1,TCP,27277,443
2025-11-21 15:32:54.828246,192.168.1.111,192.168.1.1,TCP,23675,1450
2025-11-21 15:32:54.828251,192.168.1.138,192.168.1.1,UDP,33449,1025
2025-11-21 15:32:54.828256,192.168.1.138,192.168.1.1,TCP,49578,430
2025-11-21 15:32:54.828261,192.168.1.194,192.168.1.1,TCP,49881,499
2025-11-21 15:32:54.828266,192.168.1.103,192.168.1.1,TCP,38723,265
2025-11-21 15:32:54.828271,192.168.1.149,192.168.1.1,UDP,24246,1262
2025-11-21 15:32:54.828276,192.168.1.158,192.168.1.1,UDP,4834,1310
2025-11-21 15:32:54.828282,192.168.1.88,192.168.1.1,UDP,43182,1163
2025-11-21 15:32:54.828287,192.168.1.64,192.168.1.1,TCP,50901,1399
2025-11-21 15:32:54.828292,203.0.113.100,192.168.1.1,TCP,80,43
2025-11-21 15:32:54.828297,192.168.1.183,192.168.1.1,UDP,8629,1054
2025-11-21 15:32:54.828302,192.168.1.67,192.168.1.1,TCP,20472,930
2025-11-21 15:32:54.828307,192.168.1.77,192.168.1.1,UDP,48478,1171
2025-11-21 15:32:54.828312,192.168.1.110,192.168.1.1,TCP,65194,1441
2025-11-21 15:32:54.828317,192.168.1.90,192.168.1.1,TCP,58832,1281
2025-11-21 15:32:54.828322,192.168.1.110,192.168.1.1,TCP,19520,1274
2025-11-21 15:32:54.828327,192.0.2.1,192.168.1.1,TCP,80,35
2025-11-21 15:32:54.828332,192.168.1.200,192.168.1.1,UDP,42758,305
2025-11-21 15:32:54.828337,192.168.1.85,192.168.1.1,TCP,35353,427
2025-11-21 15:32:54.828342,192.168.1.125,192.168.1.1,UDP,60216,1195
2025-11-21 15:32:54.828347,192.168.1.117,192.168.1.1,TCP,8334,725
2025-11-21 15:32:54.828352,192.168.1.155,192.168.1.1,TCP,35290,1123
2025-11-21 15:32:54.828356,192.168.1.83,192.168.1.1,TCP,36200,704
2025-11-21 15:32:54.828361,192.168.1.97,192.168.1.1,UDP,20047,941
2025-11-21 15:32:54.828366,192.168.1.109,192.168.1.1,TCP,65093,204
2025-11-21 15:32:54.828370,192.168.1.132,192.168.1.1,UDP,63303,660
2025-11-21 15:32:54.828375,192.168.1.107,192.168.1.1,UDP,6295,149
2025-11-21 15:32:54.828380,192.168.1.102,192.168.1.1,UDP,11841,1141
2025-11-21 15:32:54.828385,192.168.1.179,192.168.1.1,UDP,48126,720
2025-11-21 15:32:54.828389,192.168.1.95,192.168.1.1,UDP,30994,1416
2025-11-21 15:32:54.828395,192.168.1.97,192.168.1.1,UDP,62415,400
2025-11-21 15:32:54.828399,192.168.1.87,192.168.1.1,UDP,16068,600
2025-11-21 15:32:54.828404,192.168.1.144,192.168.1.1,TCP,53291,863
2025-11-21 15:32:54.828409,192.168.1.129,192.168.1.1,TCP,11590,418
2025-11-21 15:32:54.828413,192.168.1.148,192.168.1.1,UDP,39260,452
2025-11-21 15:32:54.828418,192.168.1.161,192.168.1.1,UDP,26722,330
2025-11-21 15:32:54.828423,192.168.1.156,192.168.1.1,UDP,4947,1126
2025-11-21 15:32:54.828428,192.168.1.124,192.168.1.1,UDP,22847,1335
2025-11-21 15:32:54.828432,192.168.1.192,192.168.1.1,UDP,16488,268
2025-11-21 15:32:54.828437,192.168.1.54,192.168.1.1,TCP,49569,233
2025-11-21 15:32:54.828442,192.168.1.116,192.168.1.1,TCP,36780,331
2025-11-21 15:32:54.828446,192.0.2.5,192.168.1.1,TCP,80,39
2025-11-21 15:32:54.828450,198.18.0.40,192.168.1.1,TCP,80,36
2025-11-21 15:32:54.828455,192.168.1.154,192.168.1.1,TCP,25227,1309
2025-11-21 15:32:54.828459,192.0.2.1,192.168.1.1,UDP,80,26
2025-11-21 15:32:54.828464,192.168.1.101,192.168.1.1,UDP,51792,1500
2025-11-21 15:32:54.828469,192.168.1.103,192.168.1.1,UDP,61393,539
2025-11-21 15:32:54.828474,192.168.1.140,192.168.1.1,TCP,58564,909
2025-11-21 15:32:54.828478,192.168.1.101,192.168.1.1,UDP,60432,1195
2025-11-21 15:32:54.828483,192.168.1.103,192.168.1.1,TCP,55556,1294
2025-11-21 15:32:54.828488,192.168.1.117,192.168.1.1,TCP,61504,196
2025-11-21 15:32:54.828492,192.168.1.176,192.168.1.1,TCP,59138,393
2025-11-21 15:32:54.828497,192.168.1.61,192.168.1.1,TCP,2012,952
2025-11-21 15:32:54.828501,192.168.1.190,192.168.1.1,TCP,46622,868
2025-11-21 15:32:54.828506,192.168.1.95,192.168.1.1,TCP,16133,1374
2025-11-21 15:32:54.828510,192.0.2.20,192.168.1.1,UDP,80,11
2025-11-21 15:32:54.828515,192.168.1.130,192.168.1.1,TCP,45369,627
2025-11-21 15:32:54.828519,192.0.2.5,192.168.1.1,TCP,80,35
2025-11-21 15:32:54.828523,192.0.2.15,192.168.1.1,TCP,80,36
2025-11-21 15:32:54.828527,192.168.1.59,192.168.1.1,UDP,46709,939
2025-11-21 15:32:54.828532,192.168.1.170,192.168.1.1,UDP,65320,1238
2025-11-21 15:32:54.828537,192.168.1.159,192.168.1.1,UDP,47037,133
2025-11-21 15:32:54.828542,192.168.1.71,192.168.1.1,TCP,23934,494
2025-11-21 15:32:54.828546,192.168.1.169,192.168.1.1,UDP,33701,709
2025-11-21 15:32:54.828551,192.168.1.93,192.168.1.1,TCP,65345,732
2025-11-21 15:32:54.828555,192.168.1.148,192.168.1.1,TCP,35396,1336
2025-11-21 15:32:54.828560,192.168.1.103,192.168.1.1,TCP,48259,613
2025-11-21 15:32:54.828565,192.168.1.191,192.168.1.1,TCP,50795,1326
2025-11-21 15:32:54.828569,192.168.1.63,192.168.1.1,UDP,58397,874
2025-11-21 15:32:54.828574,192.168.1.194,192.168.1.1,TCP,50403,849
2025-11-21 15:32:54.828579,192.168.1.110,192.168.1.1,UDP,8585,916
2025-11-21 15:32:54.828583,192.168.1.100,192.168.1.1,UDP,27936,1206
2025-11-21 15:32:54.828588,192.168.1.104,192.168.1.1,UDP,26615,1098
2025-11-21 15:32:54.828593,192.168.1.131,192.168.1.1,TCP,22829,818
2025-11-21 15:32:54.828598,192.168.1.150,192.168.1.1,UDP,38894,963
2025-11-21 15:32:54.828603,192.168.1.171,192.168.1.1,UDP,13269,1373
2025-11-21 15:32:54.828607,192.168.1.61,192.168.1.1,TCP,65048,1177
2025-11-21 15:32:54.828612,192.168.1.75,192.168.1.1,UDP,11759,744
2025-11-21 15:32:54.828617,192.168.1.170,192.168.1.1,TCP,2122,105
2025-11-21 15:32:54.828621,192.168.1.142,192.168.1.1,UDP,7906,1321
2025-11-21 15:32:54.828626,192.0.2.20,192.168.1.1,UDP,80,22
2025-11-21 15:32:54.828630,192.168.1.169,192.168.1.1,UDP,60822,799
2025-11-21 15:32:54.828635,192.168.1.73,192.168.1.1,UDP,34390,990
2025-11-21 15:32:54.828640,192.168.1.77,192.168.1.1,UDP,11375,366
2025-11-21 15:32:54.828644,192.168.1.77,192.168.1.1,UDP,50273,356
2025-11-21 15:32:54.828649,192.168.1.175,192.168.1.1,TCP,63885,281
2025-11-21 15:32:54.828654,192.168.1.155,192.168.1.1,UDP,40816,1366
2025-11-21 15:32:54.828659,192.168.1.133,192.168.1.1,TCP,65276,1037
2025-11-21 15:32:54.828663,192.168.1.66,192.168.1.1,UDP,21626,348
2025-11-21 15:32:54.828669,192.168.1.64,192.168.1.1,UDP,28964,966
2025-11-21 15:32:54.828674,192.168.1.77,192.168.1.1,TCP,14780,848
2025-11-21 15:32:54.828679,192.168.1.75,192.168.1.1,UDP,47659,282
2025-11-21 15:32:54.828683,192.168.1.65,192.168.1.1,TCP,56180,1476
2025-11-21 15:32:54.828687,192.0.2.1,192.168.1.1,UDP,80,28
2025-11-21 15:32:54.828692,192.168.1.186,192.168.1.1,UDP,17273,1169
2025-11-21 15:32:54.828696,192.0.2.1,192.168.1.1,UDP,80,44
2025-11-21 15:32:54.828701,192.168.1.62,192.168.1.1,TCP,22323,1046
2025-11-21 15:32:54.828705,192.168.1.75,192.168.1.1,UDP,27081,1280
2025-11-21 15:32:54.828710,192.168.1.145,192.168.1.1,UDP,36582,390
2025-11-21 15:32:54.828715,192.168.1.51,192.168.1.1,UDP,38114,1330
2025-11-21 15:32:54.828720,192.168.1.67,192.168.1.1,UDP,47191,110
2025-11-21 15:32:54.828724,192.168.1.179,192.168.1.1,UDP,50143,875
2025-11-21 15:32:54.828729,192.168.1.54,192.168.1.1,TCP,11603,743
2025-11-21 15:32:54.828734,192.168.1.52,192.168.1.1,UDP,26672,874
2025-11-21 15:32:54.828741,192.168.1.88,192.168.1.1,UDP,33117,770
2025-11-21 15:32:54.828746,192.168.1.182,192.168.1.1,TCP,43734,756
2025-11-21 15:32:54.828751,192.168.1.198,192.168.1.1,UDP,50049,1201
2025-11-21 15:32:54.828756,192.168.1.179,192.168.1.1,TCP,27372,512
2025-11-21 15:32:54.828760,192.168.1.193,192.168.1.1,TCP,47526,1270
2025-11-21 15:32:54.828765,192.168.1.109,192.168.1.1,TCP,24385,813
2025-11-21 15:32:54.828770,192.168.1.174,192.168.1.1,TCP,7735,462
2025-11-21 15:32:54.828774,192.0.2.1,192.168.1.1,TCP,80,40
2025-11-21 15:32:54.828778,192.168.1.199,192.168.1.1,UDP,45152,1469
2025-11-21 15:32:54.828783,192.168.1.56,192.168.1.1,TCP,16916,1084
2025-11-21 15:32:54.828788,192.168.1.87,192.168.1.1,TCP,14615,454
2025-11-21 15:32:54.828792,192.168.1.150,192.168.1.1,UDP,5463,1219
2025-11-21 15:32:54.828797,192.168.1.158,192.168.1.1,UDP,57845,115
2025-11-21 15:32:54.828802,192.168.1.164,192.168.1.1,TCP,58202,1033
2025-11-21 15:32:54.828806,192.168.1.62,192.168.1.1,TCP,61714,697
2025-11-21 15:32:54.828811,192.168.1.50,192.168.1.1,UDP,59961,595
2025-11-21 15:32:54.828816,192.168.1.191,192.168.1.1,TCP,55388,329
2025-11-21 15:32:54.828820,192.168.1.116,192.168.1.1,UDP,8444,664
2025-11-21 15:32:54.828825,192.168.1.86,192.168.1.1,TCP,42793,1244
2025-11-21 15:32:54.828830,192.168.1.164,192.168.1.1,UDP,40846,325
2025-11-21 15:32:54.828834,192.168.1.151,192.168.1.1,UDP,62178,431
2025-11-21 15:32:54.828839,192.168.1.87,192.168.1.1,TCP,53002,713
2025-11-21 15:32:54.828843,192.168.1.132,192.168.1.1,TCP,45964,1185
2025-11-21 15:32:54.828848,192.168.1.52,192.168.1.1,TCP,39481,1064
2025-11-21 15:32:54.828852,192.168.1.75,192.168.1.1,UDP,40729,527
2025-11-21 15:32:54.828857,192.168.1.188,192.168.1.1,TCP,15094,690
2025-11-21 15:32:54.828861,192.0.2.5,192.168.1.1,UDP,80,16
2025-11-21 15:32:54.828866,192.168.1.178,192.168.1.1,TCP,58567,328
2025-11-21 15:32:54.828871,192.168.1.87,192.168.1.1,TCP,48357,542
2025-11-21 15:32:54.828875,192.168.1.127,192.168.1.1,UDP,38210,771
2025-11-21 15:32:54.828880,192.168.1.114,192.168.1.1,TCP,22882,195
2025-11-21 15:32:54.828884,192.168.1.199,192.168.1.1,UDP,13074,1084
2025-11-21 15:32:54.828889,198.18.0.16,192.168.1.1,UDP,80,33
2025-11-21 15:32:54.828893,192.168.1.118,192.168.1.1,TCP,59044,221
2025-11-21 15:32:54.828898,192.168.1.69,192.168.1.1,TCP,33092,1118
2025-11-21 15:32:54.828903,192.168.1.90,192.168.1.1,UDP,19006,673
2025-11-21 15:32:54.828907,192.168.1.153,192.168.1.1,TCP,46723,1342
